
CommandType     Name                                               Version    Source
Function        Remove-MgDeviceManagementWindowsInformationProtec… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Remove-MgDeviceManagementWindowsInformationProtec… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Remove-MgDeviceManagementWindowsMalwareInformation 2.11.1     Microsoft.Graph.DeviceManagement
Function        Remove-MgDeviceManagementWindowsMalwareInformatio… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgAdminEdge                                 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgAdminEdgeInternetExplorerMode             2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgAdminEdgeInternetExplorerModeSiteList     2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgAdminEdgeInternetExplorerModeSiteListSha… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgAdminEdgeInternetExplorerModeSiteListSite 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagement                          2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDetectedApp               2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCategory            2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicy    2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicyAs… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicyDe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicyDe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicyDe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicyDe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicySc… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicySc… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicySe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicySe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicyUs… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceCompliancePolicyUs… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceConfiguration       2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceConfigurationAssig… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceConfigurationDevic… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceConfigurationDevic… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceConfigurationDevic… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceConfigurationDevic… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceConfigurationUserS… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementDeviceConfigurationUserS… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementManagedDevice             2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementManagedDeviceCategory     2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementManagedDeviceComplianceP… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementManagedDeviceConfigurati… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementManagedDeviceLogCollecti… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementManagedDeviceWindowsProt… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementManagedDeviceWindowsProt… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementMobileAppTroubleshooting… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementMobileAppTroubleshooting… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementNotificationMessageTempl… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementNotificationMessageTempl… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementTroubleshootingEvent      2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticAp… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticBa… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticCa… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticCa… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticDe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticDe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticDe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticDe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticDe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticMe… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticMo… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticOv… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticSc… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticWo… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticWo… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticWo… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementUserExperienceAnalyticWo… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementWindowsInformationProtec… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementWindowsInformationProtec… 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementWindowsMalwareInformation 2.11.1     Microsoft.Graph.DeviceManagement
Function        Update-MgDeviceManagementWindowsMalwareInformatio… 2.11.1     Microsoft.Graph.DeviceManagement

